case_id,qid,property,track,class,subtype,confidence,selection_stratum,analysis_slice,analysis_slice_precise,main_score,diagnostic_only,popularity_bucket,constraint_family,decision_constraint_type_qid,decision_constraint_type_label,decision_constraint_source,classification_rule_family,classification_rule_subfamily,truth_source,truth_token_kind,truth_tokens_preview,decision_branch,local_match_kind,local_match_source,tbox_revision_key,group_key,selected_violation_name,candidate_violation_names,mapped_report_constraint_qid,mapped_report_constraint_label,mapped_report_family,target_constraint_qid,target_constraint_label,target_constraint_selection_reason,target_constraint_selection_confidence,target_constraint_is_changed,target_constraint_is_related_family,compatible_value_overlap_with_report_qids,compatible_property_overlap_with_report_pids,compatible_language_overlap_with_report_langs,compatible_scope_overlap_with_report_values,incompatible_overlap_ignored,value_specific_without_overlap,compatible_overlap_used,compatible_overlap_reason,semantic_changed_qualifier_properties,ignored_changed_qualifier_properties,semantic_added_values,semantic_removed_values,ignored_added_values,ignored_removed_values,qualifier_filter_reason,directional_subtype_precise,set_semantics,set_operation,polarity,polarity_basis,potential_directional_subtype_precise,potential_set_semantics,potential_set_operation,potential_polarity,potential_polarity_basis,potential_directional_subtype_basis,repair_locus_correct,historical_target_well_defined,target_visible_locally,extractor_missed_local_evidence,external_evidence_required,typec_judgment,typea_judgment,typeb_judgment,tbox_judgment,core_recommendation,notes,annotator_id,annotation_timestamp_utc
repair_Q21355438_2444770922,Q21355438,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,tail,Q21502838,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,literal,"[""Scymnus syoitii""]",local_selection_confirmed,literal_exact_raw,FOCUS_LABEL,,ABOX::Q21355438::P225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q6668972_2439412579,Q6668972,P227,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,head,Q52004125,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,numeric,"[""102397392""]",local_selection_confirmed,literal_exact_raw,FOCUS_NON_TARGET_PROPERTY_TEXT,,ABOX::Q6668972::P227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q88358722_2445360305,Q88358722,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,mid,Q21502838,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,literal,"[""Muscari sabihapinariae""]",local_selection_confirmed,literal_exact_raw,FOCUS_LABEL,,ABOX::Q88358722::P225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
reform_Q136925578_P856_2447213274,Q136925578,P856,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,,FALSE,TRUE,tail,Q21502404,Q21502410,distinct-values constraint,no_matching_changed_constraint,tbox_schema_causality,coincidental_schema_change,none_expected,none_expected,[],,,,TBOX::P856::2447213274,TBOX::P856::2447213274,Unique value,"[""Unique value""]",Q21502410,distinct-values constraint,distinct_values,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,TRUE,family_specific_semantic_qualifier_changed,,,,,,,,,,,,,,,,,,,no,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic coincidental/weak T-box case: some compatible overlap is recorded, but no changed target constraint was selected for the Unique value report. Keep diagnostic.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q136537051_2433478275,Q136537051,P9818,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,tail,Q19474404,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,numeric,"[""710633""]",external_by_elimination,,,,ABOX::Q136537051::P9818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""710633""]; P9818 repair for 'There Are No Facts' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q100538731_1295666552,Q100538731,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,mid,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2014/si/274/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100538731::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q136162983_2446041991,Q136162983,P2003,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,,TRUE,FALSE,tail,Q21503250,Q21502404,format constraint,classifier_rule,format,rejection_format_invalid,none_expected,none_expected,[],delete_refined,,,,ABOX::Q136162983::P2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q1465561_2422275630,Q1465561,P6671,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,,FALSE,TRUE,head,Q19474404,,,classifier_rule,rule_or_logical,delete_ambiguous,none_expected,none_expected,[],delete_refined,,,,ABOX::Q1465561::P6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q136214804_P921_2447527451,Q136214804,P921,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,main_tbox_schema_update,TRUE,FALSE,tail,Q21503250,Q21503250,subject type constraint,mapped_violation_constraint_changed,tbox_schema_causality,schema_update,none_expected,none_expected,[],,,,TBOX::P921::2447527451,TBOX::P921::2447527451,"Type Q|386724, Q|16334295, Q|1302249, Q|483394, Q|1656682, Q|600134, Q|131257, Q|1406161, Q|676586, Q|230788, Q|30612, Q|1964968, Q|23649976, Q|192909, Q|2904148, Q|9388534, Q|2668072, Q|178059, Q|379833, Q|21004260, Q|278485, Q|1298668, Q|101965, Q|17524420, Q|305178, Q|170584, Q|4503831, Q|62090711, Q|4915012, Q|955824, Q|978, Q|134995, Q|362165, Q|3239681, Q|151885, Q|2416723, Q|18593264, Q|21484471, Q|3689704, Q|12139612, Q|13406463, Q|14204246, Q|3026787, Q|108163, Q|16695773, Q|451967, Q|309, Q|131714, Q|20669447, Q|4406616, Q|190539, Q|853614, Q|6576792, Q|1151067, Q|17558136, Q|102345381, Q|110832782, Q|11862829, Q|55421512, Q|177634, Q|2800000, Q|10737, Q|6056746, Q|900406, Q|382996, Q|856592, Q|2684591, Q|628523, Q|464980, Q|4202233, Q|180684, Q|2334719, Q|124301146, Q|26256810, Q|189533, Q|187117, Q|184511, Q|44619, Q|618779, Q|2145290, Q|187931, Q|2472587, Q|43229, Q|358, Q|11016, Q|49848","[""Type Q|386724, Q|16334295, Q|1302249, Q|483394, Q|1656682, Q|600134, Q|131257, Q|1406161, Q|676586, Q|230788, Q|30612, Q|1964968, Q|23649976, Q|192909, Q|2904148, Q|9388534, Q|2668072, Q|178059, Q|379833, Q|21004260, Q|278485, Q|1298668, Q|101965, Q|17524420, Q|305178, Q|170584, Q|4503831, Q|62090711, Q|4915012, Q|955824, Q|978, Q|134995, Q|362165, Q|3239681, Q|151885, Q|2416723, Q|18593264, Q|21484471, Q|3689704, Q|12139612, Q|13406463, Q|14204246, Q|3026787, Q|108163, Q|16695773, Q|451967, Q|309, Q|131714, Q|20669447, Q|4406616, Q|190539, Q|853614, Q|6576792, Q|1151067, Q|17558136, Q|102345381, Q|110832782, Q|11862829, Q|55421512, Q|177634, Q|2800000, Q|10737, Q|6056746, Q|900406, Q|382996, Q|856592, Q|2684591, Q|628523, Q|464980, Q|4202233, Q|180684, Q|2334719, Q|124301146, Q|26256810, Q|189533, Q|187117, Q|184511, Q|44619, Q|618779, Q|2145290, Q|187931, Q|2472587, Q|43229, Q|358, Q|11016, Q|49848""]",Q21503250,type constraint,type,Q21503250,type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,"[""P2308""]",,"[""Q3249551""]",,,,all_changed_qualifiers_are_semantic_for_family,,allowed,expansion,unknown,not active because final T-box subtype is non-directional,RELAXATION_ALLOWED_SET_EXPANSION,allowed,expansion,relaxation,allowed set gained values,allowed set expansion,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,plausible_schema_update,needs_discussion,"T-box schema update is plausible but weak: mapped type target constraint Q21503250 changed, but the concrete report arguments do not overlap the semantic changed values ([""Q3249551""]). Use as needs-discussion rather than strong causal confirmation.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q136734150_2444706516,Q136734150,P434,A_BOX,TypeC,UNKNOWN_INCOMPLETE_LOCAL_CONTEXT,low,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,diagnostic_ic_u,,FALSE,TRUE,tail,Q52004125,,,classifier_rule,diagnostic_unknown,unknown_incomplete_local_context,repair_target.new_value,literal,"[""4d0c767b-1763-4d20-bf4f-8c41b8f7c3dc""]",pre_repair_target_only_not_local,literal_boundary,FOCUS_PREREPAIR_TARGET_PROPERTY_LITERAL,,ABOX::Q136734150::P434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,partial,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,needs_discussion,Not a clean TypeC example: target is deterministically obtained from the pre-repair literal by URL/prefix/punctuation/identifier cleanup. This is closer to TypeA format normalization; keep diagnostic or reclassify.,chatgpt_typec_example,2026-06-02T12:00:00Z
reform_Q17479235_P12347_2444981085,Q17479235,P12347,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,main_tbox_schema_update,TRUE,FALSE,mid,Q21503250,Q21502404,format constraint,mapped_violation_constraint_changed,tbox_schema_causality,schema_update,none_expected,none_expected,[],,,,TBOX::P12347::2444981085,TBOX::P12347::2444981085,Format,"[""Format""]",Q21502404,format constraint,format,Q21502404,format constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,FALSE,TRUE,format_regex_qualifier_changed,"[""P1793""]",,"[""[a-zäöüéèø0-9\\-]*""]","[""[a-zäüéèø0-9\\-]*""]",,,all_changed_qualifiers_are_semantic_for_family,,unknown,mixed,unknown,not active because final T-box subtype is non-directional,,unknown,mixed,unknown,both_added_and_removed_values,mixed qualifier-value change,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,causal_schema_repair,main,T-box schema update with causal support: changed format target constraint Q21502404 and compatible report overlap is present; polarity is mixed/unknown rather than a clean directional reform. Keep as main schema-update example.,chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q21613_2422271583,Q21613,P6671,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,,FALSE,TRUE,head,Q19474404,,,classifier_rule,rule_or_logical,delete_ambiguous,none_expected,none_expected,[],delete_refined,,,,ABOX::Q21613::P6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q136750874_2429986390,Q136750874,P662,A_BOX,TypeC,UNKNOWN_SELECTION_AMBIGUOUS,low,TypeC_UNKNOWN_SELECTION_AMBIGUOUS,diagnostic_ic_u,,FALSE,TRUE,tail,Q21502404,,,classifier_rule,diagnostic_unknown,unknown_selection_ambiguous,repair_target.new_value,numeric,"[""131954322"", ""135627718"", ""154723801"", ""154725694"", ""172677304""]",unknown_selection_ambiguous,literal_exact_raw,FOCUS_PREREPAIR_TARGET_PROPERTY_LITERAL,,ABOX::Q136750874::P662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,partial,no,maybe,unknown_or_incomplete,not_typea,weak_literal_match,not_tbox,diagnostic,"Diagnostic ambiguous selection: subset repair target is defined by removed values (154723800), while retained values are only visible in the pre-repair target-property list. Independent local/external evidence would be needed to justify the selection.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q1280703_2297190959,Q1280703,P8748,A_BOX,TypeA,FORMAT_VALUE_PRUNING,high,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,,TRUE,FALSE,head,Q52004125,Q21502404,format constraint,classifier_rule,format,format_value_pruning,repair_target.new_value,numeric,"[""134421434""]",format_value_pruning,,,,ABOX::Q1280703::P8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q4222180_2441758443,Q4222180,P421,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,mid,Q21503250,Q52558054,none-of constraint,classifier_rule,set_membership,none_of,repair_target.new_value,qid,"[""Q6723"", ""Q6760""]",set_membership_rejection,,,,ABOX::Q4222180::P421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q137150011_2447057063,Q137150011,P213,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,mid,Q52004125,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,numeric,"[""0000000108151397""]",external_by_elimination,,,,ABOX::Q137150011::P213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""0000000108151397""]; P213 repair for 'Franz Ernst Vogt' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q63906101_2333573477,Q63906101,P7261,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,mid,Q21510859,Q21510859,one-of constraint,classifier_rule,set_membership,one_of,repair_target.new_value,qid,"[""Q99868032""]",set_membership_rejection,,,,ABOX::Q63906101::P7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q214048_P17_2442267688,Q214048,P17,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,,FALSE,TRUE,head,Q21510851,Q21510864,value-requires-statement constraint,no_matching_changed_constraint,tbox_schema_causality,coincidental_schema_change,none_expected,none_expected,[],,,,TBOX::P17::2442267688,TBOX::P17::2442267688,Target required claim P|30,"[""empty"", ""Target required claim P|30""]",Q21510864,value requires statement constraint,value_required_statement,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,no,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,Diagnostic coincidental T-box case: changed schema does not select a target constraint matching the Target required claim P|30 report; no causal link is established.,chatgpt_tbox_example,2026-06-02T12:30:00Z
reform_Q108142720_P9818_2435817388,Q108142720,P9818,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,,FALSE,TRUE,mid,Q19474404,Q21502838,conflicts-with constraint,no_matching_changed_constraint,tbox_schema_causality,coincidental_schema_change,none_expected,none_expected,[],,,,TBOX::P9818::2435817388,TBOX::P9818::2435817388,Conflicts with P|747,"[""Conflicts with P|747""]",Q21502838,conflicts-with constraint,conflicts_with,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,no,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,Diagnostic coincidental T-box case: changed schema does not select a target constraint matching the Conflicts with P|747 report; no causal link is established.,chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q137300743_2442980512,Q137300743,P625,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,tail,Q21502838,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,literal,"[""55.598134,-2.433272""]",external_by_elimination,,,,ABOX::Q137300743::P625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""55.598134,-2.433272""]; P625 repair for 'Hume Castle Preservation Trust' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q1201231_2297177514,Q1201231,P8748,A_BOX,TypeA,FORMAT_VALUE_PRUNING,high,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,,TRUE,FALSE,mid,Q52004125,Q21502404,format constraint,classifier_rule,format,format_value_pruning,repair_target.new_value,numeric,"[""130475173""]",format_value_pruning,,,,ABOX::Q1201231::P8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q137437438_2443816791,Q137437438,P4985,A_BOX,TypeC,UNKNOWN_INCOMPLETE_LOCAL_CONTEXT,low,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,diagnostic_ic_u,,FALSE,TRUE,tail,Q19474404,,,classifier_rule,diagnostic_unknown,unknown_incomplete_local_context,repair_target.new_value,numeric,"[""3895926""]",pre_repair_target_only_not_local,literal_boundary,FOCUS_PREREPAIR_TARGET_PROPERTY_LITERAL,,ABOX::Q137437438::P4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,partial,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,needs_discussion,Not a clean TypeC example: target is deterministically obtained from the pre-repair literal by URL/prefix/punctuation/identifier cleanup. This is closer to TypeA format normalization; keep diagnostic or reclassify.,chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q137460393_2444071356,Q137460393,P569,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,mid,Q52004125,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,date,"[""+1881-08-31T00:00:00Z""]",external_by_elimination,,,,ABOX::Q137460393::P569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""+1881-08-31T00:00:00Z""]; P569 repair for 'Anna Esipovich' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q6515511_2444900157,Q6515511,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,mid,Q21502838,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,literal,"[""Lithobius porathi""]",local_selection_confirmed,literal_exact_raw,FOCUS_LABEL,,ABOX::Q6515511::P225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q137539453_2446042791,Q137539453,P4985,A_BOX,TypeC,UNKNOWN_INCOMPLETE_LOCAL_CONTEXT,low,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,diagnostic_ic_u,,FALSE,TRUE,tail,Q19474404,,,classifier_rule,diagnostic_unknown,unknown_incomplete_local_context,repair_target.new_value,numeric,"[""2278168""]",pre_repair_target_only_not_local,literal_boundary,FOCUS_PREREPAIR_TARGET_PROPERTY_LITERAL,,ABOX::Q137539453::P4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,partial,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,needs_discussion,Not a clean TypeC example: target is deterministically obtained from the pre-repair literal by URL/prefix/punctuation/identifier cleanup. This is closer to TypeA format normalization; keep diagnostic or reclassify.,chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q100538432_1295690908,Q100538432,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,tail,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2014/si/173/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100538432::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,P8726 target deterministically derived from independent local description S.I. number/year pattern; local-derived TypeB confirmed.,1,2026-06-02T10:10:11+00:00
repair_Q82091736_2425483914,Q82091736,P2877,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,,TRUE,FALSE,mid,Q21502404,Q21502404,format constraint,classifier_rule,format,strip_schembl_prefix,repair_target.new_value,numeric,"[""223337""]",format_normalization,,,,ABOX::Q82091736::P2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q7095178_2444955974,Q7095178,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,head,Q21502838,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,literal,"[""Onythes""]",local_selection_confirmed,literal_exact_raw,FOCUS_LABEL,,ABOX::Q7095178::P225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q100543725_1295694734,Q100543725,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,mid,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2016/si/450/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100543725::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,P8726 target deterministically derived from independent local description S.I. number/year pattern; local-derived TypeB confirmed.,1,2026-06-02T10:10:11+00:00
repair_Q135498394_2404098994,Q135498394,P5236,A_BOX,TypeA,TARGET_REQUIRED_CLAIM,high,TypeA_TARGET_REQUIRED_CLAIM,main_ic_l_target_required_claim,,TRUE,FALSE,mid,Q21503250,Q21510864,value-requires-statement constraint,classifier_rule,target_required_claim,target_required_claim,repair_target.new_value,qid,"[""Q135498394""]",target_required_claim,,,,ABOX::Q135498394::P5236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,,
repair_Q20060274_2086450311,Q20060274,P3795,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,,TRUE,FALSE,head,Q19474404,Q21502404,format constraint,classifier_rule,format,strip_trailing_slash,repair_target.new_value,literal,"[""MEDITA""]",format_normalization,,,,ABOX::Q20060274::P3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q7201945_2444408422,Q7201945,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,mid,Q21502838,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,literal,"[""Hepatocystis pteropi""]",local_selection_confirmed,literal_exact_raw,FOCUS_LABEL,,ABOX::Q7201945::P225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q67405708_2333805645,Q67405708,P7261,A_BOX,TypeA,SET_MEMBERSHIP_REJECTION,medium,TypeA_SET_MEMBERSHIP_REJECTION,main_ic_l_set_membership_rejection,,TRUE,FALSE,tail,Q21510859,Q21510859,one-of constraint,classifier_rule,set_membership,one_of,repair_target.new_value,qid,"[""Q99868032""]",set_membership_rejection,,,,ABOX::Q67405708::P7261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
