case_id,qid,property,track,class,subtype,confidence,selection_stratum,analysis_slice,main_score,diagnostic_only,popularity_bucket,constraint_family,truth_source,truth_token_kind,truth_tokens_preview,decision_branch,local_match_kind,local_match_source,tbox_revision_key,group_key,repair_locus_correct,historical_target_well_defined,target_visible_locally,extractor_missed_local_evidence,external_evidence_required,typec_judgment,typea_judgment,typeb_judgment,tbox_judgment,core_recommendation,notes,annotator_id,annotation_timestamp_utc
repair_Q284994_2439397359,Q284994,P227,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,head,Q52004125,repair_target.new_value,numeric,"[""118560263""]",local_selection_confirmed,literal_exact,FOCUS_NON_TARGET_PROPERTY_TEXT,,ABOX::Q284994::P227,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q123254229_2166663398,Q123254229,P6425,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,tail,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q123254229::P6425,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q4303556_2440875959,Q4303556,P7937,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,head,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q4303556::P7937,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q13561329_P660_696618469,Q13561329,P660,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P660::696618469,TBOX::P660::696618469,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q421322_2425334359,Q421322,P2877,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,True,False,head,Q21502404,repair_target.new_value,numeric,"[""34316""]",format_normalization,,,,ABOX::Q421322::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q3644856_P400_2355127724,Q3644856,P400,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,False,True,head,Q21510865,none_expected,none_expected,[],,,,TBOX::P400::2355127724,TBOX::P400::2355127724,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q113482439_2439266147,Q113482439,P243,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,True,False,tail,Q21502404,repair_target.new_value,numeric,"[""1050609649""]",format_normalization,,,,ABOX::Q113482439::P243,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q135514163_P5236_2387473038,Q135514163,P5236,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,tail,Q21503250,none_expected,none_expected,[],,,,TBOX::P5236::2387473038,TBOX::P5236::2387473038,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q58881928_2447300866,Q58881928,P1153,A_BOX,TypeC,UNKNOWN_MULTIPLICITY_ARTIFACT,low,TypeC_UNKNOWN_MULTIPLICITY_ARTIFACT,diagnostic_ic_u,False,True,mid,Q21502410,repair_target.new_value,numeric,"[""56104440000""]",unknown_multiplicity_artifact,,,,ABOX::Q58881928::P1153,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q7628515_2444220154,Q7628515,P658,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,True,False,head,Q52004125,repair_target.new_value,qid,"[""Q137465662"", ""Q137465696"", ""Q137465698"", ""Q137465701"", ""Q137465702"", ""...(+6)""]",external_by_elimination,,,,ABOX::Q7628515::P658,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q114850411_P1225_2327498904,Q114850411,P1225,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,False,True,mid,Q21502404,none_expected,none_expected,[],,,,TBOX::P1225::2327498904,TBOX::P1225::2327498904,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q133308443_P535_2443240310,Q133308443,P535,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,mid,Q21502404,none_expected,none_expected,[],,,,TBOX::P535::2443240310,TBOX::P535::2443240310,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q854997_P140_1854912995,Q854997,P140,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P140::1854912995,TBOX::P140::1854912995,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q22758_2422264431,Q22758,P6671,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q22758::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q28170070_2442333753,Q28170070,P17,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,mid,Q21510851,none_expected,none_expected,[],delete_refined,,,,ABOX::Q28170070::P17,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q10684978_P159_2438613236,Q10684978,P159,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,mid,Q21503250,none_expected,none_expected,[],,,,TBOX::P159::2438613236,TBOX::P159::2438613236,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q136734934_2440052973,Q136734934,P123,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,mid,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q136734934::P123,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q82006684_2425465303,Q82006684,P2877,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,True,False,tail,Q21502404,repair_target.new_value,numeric,"[""16322828""]",format_normalization,,,,ABOX::Q82006684::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q3083115_2297181877,Q3083115,P8748,A_BOX,TypeA,FORMAT_VALUE_PRUNING,medium,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,True,False,head,Q52004125,repair_target.new_value,numeric,"[""118707795""]",format_value_pruning,,,,ABOX::Q3083115::P8748,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q21355438_2444770922,Q21355438,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,tail,Q21502838,repair_target.new_value,literal,"[""Scymnus syoitii""]",local_selection_confirmed,literal_exact,FOCUS_LABEL,,ABOX::Q21355438::P225,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q6668972_2439412579,Q6668972,P227,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,head,Q52004125,repair_target.new_value,numeric,"[""102397392""]",local_selection_confirmed,literal_exact,FOCUS_NON_TARGET_PROPERTY_TEXT,,ABOX::Q6668972::P227,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q88358722_2445360305,Q88358722,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,mid,Q21502838,repair_target.new_value,literal,"[""Muscari sabihapinariae""]",local_selection_confirmed,literal_exact,FOCUS_LABEL,,ABOX::Q88358722::P225,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q19660394_P347_2436835478,Q19660394,P347,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,mid,Q21502404,none_expected,none_expected,[],,,,TBOX::P347::2436835478,TBOX::P347::2436835478,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q136925578_P856_2447213274,Q136925578,P856,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,False,True,tail,Q21502404,none_expected,none_expected,[],,,,TBOX::P856::2447213274,TBOX::P856::2447213274,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q4157219_P856_2442691260,Q4157219,P856,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,tail,Q21502404,none_expected,none_expected,[],,,,TBOX::P856::2442691260,TBOX::P856::2442691260,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q136162983_2446041991,Q136162983,P2003,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,True,False,tail,Q21503250,none_expected,none_expected,[],delete_refined,,,,ABOX::Q136162983::P2003,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q21783_2422270906,Q21783,P6671,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q21783::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q136214804_P921_2447527451,Q136214804,P921,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,tail,Q21503250,none_expected,none_expected,[],,,,TBOX::P921::2447527451,TBOX::P921::2447527451,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q6160283_2443968709,Q6160283,P6802,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,head,Q21510852,none_expected,none_expected,[],delete_refined,,,,ABOX::Q6160283::P6802,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q18205762_2444271422,Q18205762,P735,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,True,False,head,Q52004125,repair_target.new_value,qid,"[""Q4881614""]",external_by_elimination,,,,ABOX::Q18205762::P735,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q1280703_2297190959,Q1280703,P8748,A_BOX,TypeA,FORMAT_VALUE_PRUNING,medium,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,True,False,head,Q52004125,repair_target.new_value,numeric,"[""134421434""]",format_value_pruning,,,,ABOX::Q1280703::P8748,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q22148_2422273290,Q22148,P6671,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q22148::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q7793203_P21_2439154480,Q7793203,P21,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,head,Q52004125,none_expected,none_expected,[],,,,TBOX::P21::2439154480,TBOX::P21::2439154480,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q306233_P4654_696602063,Q306233,P4654,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P4654::696602063,TBOX::P4654::696602063,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q413940_P2231_696609154,Q413940,P2231,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,head,Q21514353,none_expected,none_expected,[],,,,TBOX::P2231::696609154,TBOX::P2231::696609154,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q165391_P1344_2444117279,Q165391,P1344,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,True,False,head,Q52004125,none_expected,none_expected,[],,,,TBOX::P1344::2444117279,TBOX::P1344::2444117279,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q1201231_2297177514,Q1201231,P8748,A_BOX,TypeA,FORMAT_VALUE_PRUNING,medium,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,True,False,mid,Q52004125,repair_target.new_value,numeric,"[""130475173""]",format_value_pruning,,,,ABOX::Q1201231::P8748,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q23547_2440621158,Q23547,P69,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,True,False,head,Q52004125,repair_target.new_value,qid,"[""Q6682369"", ""Q5033157""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_TARGET_PROPERTY_QID,,ABOX::Q23547::P69,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q56443809_P356_2447249541,Q56443809,P356,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,False,True,tail,Q21502404,none_expected,none_expected,[],,,,TBOX::P356::2447249541,TBOX::P356::2447249541,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q135516516_2404100959,Q135516516,P5236,A_BOX,TypeB,LOCAL_FOCUS_QID,high,TypeB_LOCAL_FOCUS_QID,main_ic_g_local_focus_qid,True,False,tail,Q21503250,repair_target.new_value,qid,"[""Q135516516""]",local_match,id_exact,FOCUS_QID,,ABOX::Q135516516::P5236,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q65775814_2446541662,Q65775814,P580,A_BOX,TypeC,UNKNOWN_SELECTION_AMBIGUOUS,low,TypeC_UNKNOWN_SELECTION_AMBIGUOUS,diagnostic_ic_u,False,True,tail,Q52060874,repair_target.new_value,date,"[""+1988-06-17T00:00:00Z""]",unknown_selection_ambiguous,literal_exact,FOCUS_PREREPAIR_TARGET_PROPERTY_LITERAL,,ABOX::Q65775814::P580,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q6515511_2444900157,Q6515511,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,mid,Q21502838,repair_target.new_value,literal,"[""Lithobius porathi""]",local_selection_confirmed,literal_exact,FOCUS_LABEL,,ABOX::Q6515511::P225,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q450675_P8748_2297581722,Q450675,P8748,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,False,True,head,Q52004125,none_expected,none_expected,[],,,,TBOX::P8748::2297581722,TBOX::P8748::2297581722,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q135517447_2404098544,Q135517447,P5236,A_BOX,TypeB,LOCAL_FOCUS_QID,high,TypeB_LOCAL_FOCUS_QID,main_ic_g_local_focus_qid,True,False,mid,Q21503250,repair_target.new_value,qid,"[""Q135517447""]",local_match,id_exact,FOCUS_QID,,ABOX::Q135517447::P5236,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q27251608_2425062294,Q27251608,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,True,False,mid,Q21502404,repair_target.new_value,numeric,"[""29620269"", ""1329944""]",external_by_elimination,,,,ABOX::Q27251608::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q82091736_2425483914,Q82091736,P2877,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,True,False,mid,Q21502404,repair_target.new_value,numeric,"[""223337""]",format_normalization,,,,ABOX::Q82091736::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q7095178_2444955974,Q7095178,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,head,Q21502838,repair_target.new_value,literal,"[""Onythes""]",local_selection_confirmed,literal_exact,FOCUS_LABEL,,ABOX::Q7095178::P225,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q20060274_2086450311,Q20060274,P3795,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,True,False,head,Q19474404,repair_target.new_value,literal,"[""MEDITA""]",format_normalization,,,,ABOX::Q20060274::P3795,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q7201945_2444408422,Q7201945,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,mid,Q21502838,repair_target.new_value,literal,"[""Hepatocystis pteropi""]",local_selection_confirmed,literal_exact,FOCUS_LABEL,,ABOX::Q7201945::P225,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q5774674_2439465564,Q5774674,P131,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,True,False,head,Q21502838,repair_target.new_value,qid,"[""Q1261"", ""Q16554"", ""Q13052701""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_TARGET_PROPERTY_QID,,ABOX::Q5774674::P131,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q2709763_2444372614,Q2709763,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,head,Q21502838,repair_target.new_value,literal,"[""Haematommataceae""]",local_selection_confirmed,literal_exact,FOCUS_LABEL,,ABOX::Q2709763::P225,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q55682184_2297173272,Q55682184,P8748,A_BOX,TypeA,FORMAT_VALUE_PRUNING,medium,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,True,False,tail,Q52004125,repair_target.new_value,numeric,"[""1051189918""]",format_value_pruning,,,,ABOX::Q55682184::P8748,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q476584_2422275323,Q476584,P6671,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q476584::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q2636110_2425228276,Q2636110,P2877,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,True,False,head,Q21502404,repair_target.new_value,numeric,"[""141581""]",format_normalization,,,,ABOX::Q2636110::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q114342236_2441117871,Q114342236,P106,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,tail,Q53869507,none_expected,none_expected,[],delete_refined,,,,ABOX::Q114342236::P106,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100543000_1295683720,Q100543000,P8726,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,True,False,tail,Q21502404,repair_target.new_value,literal,"[""2016/si/267/made""]",external_by_elimination,,,,ABOX::Q100543000::P8726,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q49815542_P4866_696601643,Q49815542,P4866,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,False,True,tail,Q21503250,none_expected,none_expected,[],,,,TBOX::P4866::696601643,TBOX::P4866::696601643,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q1026102_2297167189,Q1026102,P8748,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,True,False,mid,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q1026102::P8748,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q109563704_2442329832,Q109563704,P17,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,tail,Q21510851,none_expected,none_expected,[],delete_refined,,,,ABOX::Q109563704::P17,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q5332578_2086433858,Q5332578,P3795,A_BOX,TypeA,FORMAT_NORMALIZATION,high,TypeA_FORMAT_NORMALIZATION,main_ic_l_format_normalization,True,False,head,Q19474404,repair_target.new_value,literal,"[""ECHADE""]",format_normalization,,,,ABOX::Q5332578::P3795,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q11084_2443681378,Q11084,P1313,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,True,False,head,Q21503250,repair_target.new_value,qid,"[""Q109563825""]",external_by_elimination,,,,ABOX::Q11084::P1313,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q123734475_2447259961,Q123734475,P373,A_BOX,TypeB,LOCAL_TEXT_CONFIRMED,high,TypeB_LOCAL_TEXT_CONFIRMED,main_ic_g_local_text_confirmed,True,False,tail,Q21502838,repair_target.new_value,literal,"[""Frosinone Calcio v US Città di Palermo, 16 June 2018""]",local_match,literal_exact,FOCUS_LABEL,,ABOX::Q123734475::P373,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q27261912_2425248992,Q27261912,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,True,False,mid,Q21502404,repair_target.new_value,numeric,"[""30946630"", ""8672200""]",external_by_elimination,,,,ABOX::Q27261912::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q118288310_2444210911,Q118288310,P4404,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,False,True,tail,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q118288310::P4404,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q2917788_2444349622,Q2917788,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,True,False,head,Q21502838,repair_target.new_value,literal,"[""Osteobrama belangeri""]",local_selection_confirmed,literal_exact,FOCUS_LABEL,,ABOX::Q2917788::P225,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100537126_1295671742,Q100537126,P8726,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,True,False,tail,Q21502404,repair_target.new_value,literal,"[""2007/si/538/made""]",external_by_elimination,,,,ABOX::Q100537126::P8726,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
