case_id,qid,property,track,class,subtype,confidence,selection_stratum,analysis_slice,main_score,diagnostic_only,popularity_bucket,constraint_family,truth_source,truth_token_kind,truth_tokens_preview,decision_branch,local_match_kind,local_match_source,tbox_revision_key,group_key,repair_locus_correct,historical_target_well_defined,target_visible_locally,extractor_missed_local_evidence,external_evidence_required,typec_judgment,typea_judgment,typeb_judgment,tbox_judgment,core_recommendation,notes,annotator_id,annotation_timestamp_utc
repair_Q896087_2297190752,Q896087,P8748,A_BOX,TypeB,LOCAL_TEXT,high,TypeB_LOCAL_TEXT,main_ic_g_local_text,TRUE,FALSE,head,Q52004125,repair_target.new_value,numeric,"[""119057948""]",local_match,literal_exact,FOCUS_TEXT,,ABOX::Q896087::P8748,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q874154_P691_2445073477,Q874154,P691,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q21502404,none_expected,none_expected,[],,,,TBOX::P691::2445073477,TBOX::P691::2445073477,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q16474964_P131_2437507566,Q16474964,P131,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,tail,Q21502838,none_expected,none_expected,[],,,,TBOX::P131::2437507566,TBOX::P131::2437507566,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q102358375_2445332684,Q102358375,P184,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,tail,Q52004125,repair_target.new_value,qid,"[""Q73558697""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q102358375::P184,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100548202_1295700384,Q100548202,P8726,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,tail,Q21502404,repair_target.new_value,literal,"[""2011/si/105/made""]",external_by_elimination,,,,ABOX::Q100548202::P8726,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q4303556_2440875959,Q4303556,P7937,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,FALSE,TRUE,head,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q4303556::P7937,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q63904778_2333565882,Q63904778,P7261,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,mid,Q21510859,repair_target.new_value,qid,"[""Q99868032""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q63904778::P7261,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q13561329_P660_696618469,Q13561329,P660,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P660::696618469,TBOX::P660::696618469,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q67512199_2333828266,Q67512199,P7261,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,mid,Q21510859,repair_target.new_value,qid,"[""Q99868032""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q67512199::P7261,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q136701936_2447096511,Q136701936,P373,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,mid,Q21502838,none_expected,none_expected,[],delete_refined,,,,ABOX::Q136701936::P373,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q123256630_2166577584,Q123256630,P6425,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,tail,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q123256630::P6425,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q82008585_2425465796,Q82008585,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21502404,repair_target.new_value,numeric,"[""77535""]",external_by_elimination,,,,ABOX::Q82008585::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q15507335_2086442690,Q15507335,P3795,A_BOX,TypeB,LOCAL_TEXT,medium,TypeB_LOCAL_TEXT,main_ic_g_local_text,TRUE,FALSE,head,Q19474404,repair_target.new_value,literal,"[""STICIL""]",local_match,literal_boundary,FOCUS_TEXT,,ABOX::Q15507335::P3795,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q1194524_2440167229,Q1194524,P136,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,medium,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,head,Q21503250,repair_target.new_value,qid,"[""Q200092"", ""Q471839"", ""Q2484376"", ""Q130232"", ""Q157394"", ""...(+1)""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q1194524::P136,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q135514163_P5236_2387473038,Q135514163,P5236,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,tail,Q21503250,none_expected,none_expected,[],,,,TBOX::P5236::2387473038,TBOX::P5236::2387473038,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q123207316_2167001131,Q123207316,P6425,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,tail,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q123207316::P6425,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q114850411_P1225_2327498904,Q114850411,P1225,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,FALSE,TRUE,mid,Q21502404,none_expected,none_expected,[],,,,TBOX::P1225::2327498904,TBOX::P1225::2327498904,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q133308443_P535_2443240310,Q133308443,P535,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,mid,Q21502404,none_expected,none_expected,[],,,,TBOX::P535::2443240310,TBOX::P535::2443240310,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q36522320_2446938459,Q36522320,P2860,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,medium,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,mid,Q21510864,repair_target.new_value,qid,"[""Q36856059"", ""Q35134302"", ""Q34445437"", ""Q34762220"", ""Q47314968"", ""...(+11)""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q36522320::P2860,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q3804198_2445290040,Q3804198,P4404,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,tail,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q3804198::P4404,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q151053_2086414795,Q151053,P3795,A_BOX,TypeB,LOCAL_TEXT,medium,TypeB_LOCAL_TEXT,main_ic_g_local_text,TRUE,FALSE,head,Q19474404,repair_target.new_value,literal,"[""CREZAC""]",local_match,literal_boundary,FOCUS_TEXT,,ABOX::Q151053::P3795,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q854997_P140_1854912995,Q854997,P140,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P140::1854912995,TBOX::P140::1854912995,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q28170070_2442333753,Q28170070,P17,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,FALSE,TRUE,mid,Q21510851,none_expected,none_expected,[],delete_refined,,,,ABOX::Q28170070::P17,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q10684978_P159_2438613236,Q10684978,P159,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,mid,Q21503250,none_expected,none_expected,[],,,,TBOX::P159::2438613236,TBOX::P159::2438613236,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q136734934_2440052973,Q136734934,P123,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,FALSE,TRUE,mid,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q136734934::P123,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q19660394_P347_2436835478,Q19660394,P347,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,mid,Q21502404,none_expected,none_expected,[],,,,TBOX::P347::2436835478,TBOX::P347::2436835478,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q27231370_2424807602,Q27231370,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21502404,repair_target.new_value,numeric,"[""30733"", ""14127280""]",external_by_elimination,,,,ABOX::Q27231370::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q136925578_P856_2447213274,Q136925578,P856,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,FALSE,TRUE,tail,Q21502404,none_expected,none_expected,[],,,,TBOX::P856::2447213274,TBOX::P856::2447213274,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q4157219_P856_2442691260,Q4157219,P856,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,tail,Q21502404,none_expected,none_expected,[],,,,TBOX::P856::2442691260,TBOX::P856::2442691260,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q136214804_P921_2447527451,Q136214804,P921,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,tail,Q21503250,none_expected,none_expected,[],,,,TBOX::P921::2447527451,TBOX::P921::2447527451,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q1386026_2443338448,Q1386026,P269,A_BOX,TypeB,LOCAL_TEXT,high,TypeB_LOCAL_TEXT,main_ic_g_local_text,TRUE,FALSE,head,Q52004125,repair_target.new_value,numeric,"[""070265593""]",local_match,literal_exact,FOCUS_TEXT,,ABOX::Q1386026::P269,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q66763894_2333797849,Q66763894,P7261,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,mid,Q21510859,repair_target.new_value,qid,"[""Q99868032""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q66763894::P7261,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q18205762_2444271422,Q18205762,P735,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,TRUE,FALSE,head,Q52004125,repair_target.new_value,qid,"[""Q4881614""]",external_by_elimination,,,,ABOX::Q18205762::P735,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q7793203_P21_2439154480,Q7793203,P21,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q52004125,none_expected,none_expected,[],,,,TBOX::P21::2439154480,TBOX::P21::2439154480,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q306233_P4654_696602063,Q306233,P4654,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P4654::696602063,TBOX::P4654::696602063,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q413940_P2231_696609154,Q413940,P2231,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q21514353,none_expected,none_expected,[],,,,TBOX::P2231::696609154,TBOX::P2231::696609154,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q165391_P1344_2444117279,Q165391,P1344,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q52004125,none_expected,none_expected,[],,,,TBOX::P1344::2444117279,TBOX::P1344::2444117279,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q17995293_2443599973,Q17995293,P4404,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,mid,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q17995293::P4404,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q31747369_2442363477,Q31747369,P373,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,tail,Q21502838,none_expected,none_expected,[],delete_refined,,,,ABOX::Q31747369::P373,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q56443809_P356_2447249541,Q56443809,P356,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,FALSE,TRUE,tail,Q21502404,none_expected,none_expected,[],,,,TBOX::P356::2447249541,TBOX::P356::2447249541,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q136645344_2444707043,Q136645344,P434,A_BOX,TypeB,LOCAL_TEXT,high,TypeB_LOCAL_TEXT,main_ic_g_local_text,TRUE,FALSE,tail,Q52004125,repair_target.new_value,literal,"[""20d787d2-9439-4a7f-8a20-ec64018e431c""]",local_match,literal_exact,FOCUS_TEXT,,ABOX::Q136645344::P434,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q1970869_2440868170,Q1970869,P7937,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,FALSE,TRUE,head,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q1970869::P7937,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q450675_P8748_2297581722,Q450675,P8748,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,FALSE,TRUE,head,Q52004125,none_expected,none_expected,[],,,,TBOX::P8748::2297581722,TBOX::P8748::2297581722,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q27251608_2425062294,Q27251608,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21502404,repair_target.new_value,numeric,"[""29620269"", ""1329944""]",external_by_elimination,,,,ABOX::Q27251608::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q67405297_2333803406,Q67405297,P7261,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,tail,Q21510859,repair_target.new_value,qid,"[""Q99868032""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q67405297::P7261,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q132776885_2442075410,Q132776885,P106,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,main_ic_e_elim,TRUE,FALSE,tail,Q53869507,repair_target.new_value,qid,"[""Q937857""]",external_by_elimination,,,,ABOX::Q132776885::P106,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q41790782_2363205712,Q41790782,P1225,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,main_ic_e_elim,TRUE,FALSE,tail,Q21502404,repair_target.new_value,numeric,"[""10643573"", ""10629836""]",external_by_elimination,literal_exact,FOCUS_TEXT,,ABOX::Q41790782::P1225,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q18053449_P2293_2433261501,Q18053449,P2293,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P2293::2433261501,TBOX::P2293::2433261501,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q831659_2422272213,Q831659,P6671,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q831659::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q82020230_2425467945,Q82020230,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21502404,repair_target.new_value,numeric,"[""935406""]",external_by_elimination,,,,ABOX::Q82020230::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q336977_P485_2442896422,Q336977,P485,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,head,Q21510865,none_expected,none_expected,[],,,,TBOX::P485::2442896422,TBOX::P485::2442896422,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q137150011_2447057063,Q137150011,P213,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q52004125,repair_target.new_value,numeric,"[""0000000108151397""]",external_by_elimination,,,,ABOX::Q137150011::P213,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q3998290_2441263560,Q3998290,P279,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,main_ic_e_elim,TRUE,FALSE,mid,Q52004125,repair_target.new_value,qid,"[""Q45529"", ""Q7180626""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q3998290::P279,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q7216570_2447123107,Q7216570,P2003,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,mid,Q21503250,none_expected,none_expected,[],delete_refined,,,,ABOX::Q7216570::P2003,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q4959865_2444209824,Q4959865,P4404,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,mid,Q52004125,none_expected,none_expected,[],delete_refined,,,,ABOX::Q4959865::P4404,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q2979646_2441312419,Q2979646,P31,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,main_ic_e_elim,TRUE,FALSE,tail,Q21510851,repair_target.new_value,qid,"[""Q1573906""]",external_by_elimination,,,,ABOX::Q2979646::P31,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q114342236_2441117871,Q114342236,P106,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,FALSE,TRUE,tail,Q53869507,none_expected,none_expected,[],delete_refined,,,,ABOX::Q114342236::P106,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q18597760_2447258320,Q18597760,P373,A_BOX,TypeB,LOCAL_TEXT,high,TypeB_LOCAL_TEXT,main_ic_g_local_text,TRUE,FALSE,tail,Q21502838,repair_target.new_value,literal,"[""AS Montigny-le-Bretonneux""]",local_match,literal_exact,NEIGHBOR_TEXT,,ABOX::Q18597760::P373,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100543000_1295683720,Q100543000,P8726,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,tail,Q21502404,repair_target.new_value,literal,"[""2016/si/267/made""]",external_by_elimination,,,,ABOX::Q100543000::P8726,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q132776557_2442075390,Q132776557,P106,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,main_ic_e_elim,TRUE,FALSE,tail,Q53869507,repair_target.new_value,qid,"[""Q937857""]",external_by_elimination,,,,ABOX::Q132776557::P106,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q735697_2442354527,Q735697,P27,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,head,Q21510865,repair_target.new_value,qid,"[""Q179876""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q735697::P27,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q49815542_P4866_696601643,Q49815542,P4866,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,FALSE,TRUE,tail,Q21503250,none_expected,none_expected,[],,,,TBOX::P4866::696601643,TBOX::P4866::696601643,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q74774696_2447345878,Q74774696,P921,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,tail,Q21503250,repair_target.new_value,qid,"[""Q74217009"", ""Q1650915""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q74774696::P921,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
